max_val_acc, BatchSize, Learning_Rate, Hidden_Layer_width
0.30600001476705074, 100, 0.005000500000000001, 2700
0.29400001280009747, 100, 0.007500250000000001, 2600
0.294000007212162, 100, 0.0025007500000000004, 2600
0.28800000809133053, 100, 0.01, 2300
0.2750000059604645, 100, 0.005000500000000001, 2500
0.24500001408159733, 100, 0.0025007500000000004, 2400
0.23900001123547554, 100, 0.005000500000000001, 2300
0.22900001145899296, 100, 0.007500264901161195, 2600
0.22300001420080662, 100, 0.01, 2700
