max_val_acc, BatchSize, Learning_Rate, Hidden_Layer_width
0.3360000140964985, 100, 0.0005005000000000001, 2700
0.32400001026690006, 100, 0.001, 2700
0.3190000131726265, 100, 0.0007502500000000002, 690
0.3140000142157078, 100, 0.001, 1360
0.31200001016259193, 100, 0.00025075000000000005, 2030
0.2930000089108944, 100, 0.00025075000000000005, 690
0.26100001111626625, 100, 0.0005005000000000001, 20
0.26000000908970833, 100, 0.0005005000000000001, 1360
0.25300000980496407, 100, 0.0007502500000000002, 2030
