max_val_acc, BatchSize, Learning_Rate, Hidden_Layer_width
0.3350000102072954, 100, 0.0005005000000000001, 2500
0.31000001169741154, 100, 0.0005005000000000001, 2300
0.29800001345574856, 100, 0.001, 2500
0.2960000094026327, 100, 0.00025075000000000005, 2600
0.291000010445714, 100, 0.0007502500000000002, 2600
0.28700001165270805, 100, 0.0005005000000000001, 2700
0.28600000962615013, 100, 0.001, 2300
0.2500000111758709, 100, 0.001, 2700
0.24200001172721386, 100, 0.0007502500000000002, 2400
