max_val_acc, BatchSize, Learning_Rate, Hidden_Layer_width
0.31500001437962055, 100, 0.01, 2700
0.288000013679266, 100, 0.01, 2300
0.2850000075995922, 100, 0.005000500000000001, 2700
0.2750000096857548, 100, 0.01, 2500
0.26400001160800457, 100, 0.0025007500000000004, 2400
0.26100001111626625, 100, 0.0025007500000000004, 2600
0.2600000072270632, 100, 0.005000500000000001, 2500
0.24900000914931297, 100, 0.002500764901161194, 2400
0.2390000130981207, 100, 0.005000500000000001, 2300
