max_val_acc, BatchSize, Learning_Rate, Num_Channels, Conv_Kernel, MaxPool_Kernel
0.6030000261962414, 100, 0.001, 200, 5, 4
0.5820000283420086, 100, 0.001, 200, 2, 4
0.580000028014183, 100, 0.0005005000000000001, 105, 3, 3
0.5690000243484974, 100, 0.001, 200, 5, 2
0.5570000223815441, 100, 0.001, 200, 2, 2
0.519000019878149, 100, 0.001, 10, 5, 2
0.5170000270009041, 100, 0.001, 10, 5, 4
0.49400002136826515, 100, 0.001, 10, 2, 2
0.4540000222623348, 100, 0.001, 10, 2, 4
