max_val_acc, BatchSize, Learning_Rate
0.41112577077001333, 132, 0.0025037649011611937
0.4107545465230942, 132, 0.00250375
0.4018739815801382, 377, 0.0025037649011611937
0.39831049367785454, 377, 0.00250375
0.39319999516010284, 500, 0.01
0.38413627818226814, 132, 0.00750125
0.3807273795828223, 255, 0.01
0.3755999828426866, 10, 5e-06
0.37519998475909233, 500, 0.0050025
