max_val_acc, BatchSize, Learning_Rate, Hidden_Layer_width
0.3180000130087137, 100, 0.001, 2700
0.313000014051795, 100, 0.001, 2300
0.2790000084787607, 100, 0.025750000000000002, 2600
0.26800000853836536, 100, 0.001, 2500
0.2580000124871731, 100, 0.1, 2300
0.23200001381337643, 100, 0.07525000000000001, 2400
0.22100001573562622, 100, 0.0505, 2700
0.19000001158565283, 100, 0.1, 2700
0.16000000853091478, 100, 0.0505, 2300
